"year","county","route","count"
2003,"chatham","cthm-01",12
2004,"chatham","cthm-01",17
2005,"chatham","cthm-01",25
2006,"chatham","cthm-01",27
2007,"chatham","cthm-01",21
2008,"chatham","cthm-01",29
2009,"chatham","cthm-01",13
2010,"chatham","cthm-01",25
2011,"chatham","cthm-01",15
2012,"chatham","cthm-01",20
2013,"chatham","cthm-01",13
2014,"chatham","cthm-01",17
2015,"chatham","cthm-01",19
2016,"chatham","cthm-01",19
2017,"chatham","cthm-01",13
2018,"chatham","cthm-01",9
2019,"chatham","cthm-01",19
2020,"chatham","cthm-01",25
2021,"chatham","cthm-01",25
2022,"chatham","cthm-01",14
2023,"chatham","cthm-01",10
2024,"chatham","cthm-01",8
2000,"chatham","cthm-02",17
2001,"chatham","cthm-02",13
2002,"chatham","cthm-02",21
2003,"chatham","cthm-02",17
2004,"chatham","cthm-02",8
2005,"chatham","cthm-02",17
2006,"chatham","cthm-02",6
2007,"chatham","cthm-02",16
2008,"chatham","cthm-02",14
2009,"chatham","cthm-02",15
2010,"chatham","cthm-02",11
2011,"chatham","cthm-02",12
2012,"chatham","cthm-02",19
2013,"chatham","cthm-02",12
2014,"chatham","cthm-02",13
2015,"chatham","cthm-02",12
2016,"chatham","cthm-02",14
2017,"chatham","cthm-02",15
2018,"chatham","cthm-02",14
2019,"chatham","cthm-02",14
2020,"chatham","cthm-02",15
2021,"chatham","cthm-02",15
2022,"chatham","cthm-02",18
2023,"chatham","cthm-02",11
2024,"chatham","cthm-02",10
2000,"chatham","cthm-03",13
2001,"chatham","cthm-03",16
2002,"chatham","cthm-03",19
2003,"chatham","cthm-03",17
2004,"chatham","cthm-03",11
2005,"chatham","cthm-03",28
2006,"chatham","cthm-03",13
2007,"chatham","cthm-03",11
2008,"chatham","cthm-03",21
2009,"chatham","cthm-03",20
2010,"chatham","cthm-03",24
2011,"chatham","cthm-03",17
2012,"chatham","cthm-03",21
2013,"chatham","cthm-03",15
2014,"chatham","cthm-03",13
2015,"chatham","cthm-03",15
2016,"chatham","cthm-03",16
2017,"chatham","cthm-03",14
2018,"chatham","cthm-03",13
2019,"chatham","cthm-03",21
2020,"chatham","cthm-03",17
2021,"chatham","cthm-03",12
2022,"chatham","cthm-03",17
2023,"chatham","cthm-03",7
2024,"chatham","cthm-03",10
2000,"chatham","cthm-04",8
2001,"chatham","cthm-04",2
2002,"chatham","cthm-04",1
2003,"chatham","cthm-04",1
2004,"chatham","cthm-04",2
2005,"chatham","cthm-04",2
2006,"chatham","cthm-04",1
2007,"chatham","cthm-04",2
2008,"chatham","cthm-04",4
2009,"chatham","cthm-04",5
2010,"chatham","cthm-04",0
2011,"chatham","cthm-04",2
2012,"chatham","cthm-04",5
2013,"chatham","cthm-04",1
2014,"chatham","cthm-04",1
2015,"chatham","cthm-04",0
2016,"chatham","cthm-04",1
2017,"chatham","cthm-04",0
2018,"chatham","cthm-04",0
2019,"chatham","cthm-04",5
2020,"chatham","cthm-04",1
2021,"chatham","cthm-04",3
2022,"chatham","cthm-04",1
2023,"chatham","cthm-04",3
2024,"chatham","cthm-04",8
2000,"chatham","cthm-05",2
2001,"chatham","cthm-05",1
2002,"chatham","cthm-05",5
2003,"chatham","cthm-05",2
2004,"chatham","cthm-05",0
2005,"chatham","cthm-05",0
2006,"chatham","cthm-05",4
2007,"chatham","cthm-05",3
2008,"chatham","cthm-05",0
2009,"chatham","cthm-05",3
2010,"chatham","cthm-05",2
2011,"chatham","cthm-05",6
2012,"chatham","cthm-05",2
2013,"chatham","cthm-05",0
2014,"chatham","cthm-05",0
2015,"chatham","cthm-05",3
2016,"chatham","cthm-05",0
2017,"chatham","cthm-05",0
2018,"chatham","cthm-05",0
2019,"chatham","cthm-05",0
2020,"chatham","cthm-05",1
2021,"chatham","cthm-05",0
2022,"chatham","cthm-05",2
2023,"chatham","cthm-05",1
2024,"chatham","cthm-05",2
2000,"chatham","cthm-06",3
2001,"chatham","cthm-06",0
2002,"chatham","cthm-06",1
2003,"chatham","cthm-06",0
2004,"chatham","cthm-06",0
2005,"chatham","cthm-06",0
2006,"chatham","cthm-06",7
2007,"chatham","cthm-06",6
2008,"chatham","cthm-06",7
2009,"chatham","cthm-06",4
2010,"chatham","cthm-06",4
2018,"chatham","cthm-06",2
2019,"chatham","cthm-06",3
2020,"chatham","cthm-06",3
2021,"chatham","cthm-06",0
2022,"chatham","cthm-06",3
2023,"chatham","cthm-06",6
2024,"chatham","cthm-06",3
2000,"chatham","cthm-07",10
2001,"chatham","cthm-07",6
2002,"chatham","cthm-07",10
2003,"chatham","cthm-07",5
2004,"chatham","cthm-07",1
2005,"chatham","cthm-07",2
2006,"chatham","cthm-07",8
2007,"chatham","cthm-07",8
2008,"chatham","cthm-07",16
2009,"chatham","cthm-07",7
2010,"chatham","cthm-07",1
2011,"chatham","cthm-07",8
2012,"chatham","cthm-07",8
2013,"chatham","cthm-07",13
2014,"chatham","cthm-07",7
2015,"chatham","cthm-07",8
2016,"chatham","cthm-07",10
2017,"chatham","cthm-07",7
2018,"chatham","cthm-07",7
2019,"chatham","cthm-07",11
2020,"chatham","cthm-07",2
2021,"chatham","cthm-07",10
2022,"chatham","cthm-07",4
2023,"chatham","cthm-07",7
2024,"chatham","cthm-07",6
2000,"chatham","cthm-08",2
2001,"chatham","cthm-08",5
2002,"chatham","cthm-08",10
2003,"chatham","cthm-08",2
2004,"chatham","cthm-08",4
2005,"chatham","cthm-08",2
2006,"chatham","cthm-08",9
2007,"chatham","cthm-08",9
2008,"chatham","cthm-08",11
2009,"chatham","cthm-08",2
2010,"chatham","cthm-08",10
2011,"chatham","cthm-08",4
2012,"chatham","cthm-08",5
2013,"chatham","cthm-08",3
2014,"chatham","cthm-08",5
2015,"chatham","cthm-08",5
2016,"chatham","cthm-08",7
2017,"chatham","cthm-08",8
2019,"chatham","cthm-08",3
2020,"chatham","cthm-08",9
2021,"chatham","cthm-08",13
2022,"chatham","cthm-08",11
2023,"chatham","cthm-08",6
2024,"chatham","cthm-08",13
2000,"chatham","cthm-09",11
2001,"chatham","cthm-09",33
2002,"chatham","cthm-09",15
2003,"chatham","cthm-09",24
2005,"chatham","cthm-09",17
2006,"chatham","cthm-09",19
2007,"chatham","cthm-09",10
2008,"chatham","cthm-09",16
2009,"chatham","cthm-09",23
2010,"chatham","cthm-09",16
2011,"chatham","cthm-09",21
2012,"chatham","cthm-09",16
2013,"chatham","cthm-09",13
2014,"chatham","cthm-09",18
2015,"chatham","cthm-09",16
2016,"chatham","cthm-09",20
2017,"chatham","cthm-09",14
2018,"chatham","cthm-09",21
2019,"chatham","cthm-09",18
2020,"chatham","cthm-09",18
2021,"chatham","cthm-09",18
2022,"chatham","cthm-09",15
2023,"chatham","cthm-09",14
2024,"chatham","cthm-09",11
2000,"chatham","cthm-10",1
2001,"chatham","cthm-10",4
2002,"chatham","cthm-10",1
2003,"chatham","cthm-10",4
2004,"chatham","cthm-10",1
2005,"chatham","cthm-10",4
2006,"chatham","cthm-10",1
2007,"chatham","cthm-10",1
2008,"chatham","cthm-10",1
2009,"chatham","cthm-10",0
2010,"chatham","cthm-10",4
2011,"chatham","cthm-10",3
2012,"chatham","cthm-10",2
2013,"chatham","cthm-10",2
2015,"chatham","cthm-10",1
2016,"chatham","cthm-10",3
2017,"chatham","cthm-10",2
2018,"chatham","cthm-10",9
2019,"chatham","cthm-10",0
2020,"chatham","cthm-10",0
2021,"chatham","cthm-10",0
2022,"chatham","cthm-10",3
2023,"chatham","cthm-10",11
2024,"chatham","cthm-10",5
2000,"chatham","cthm-11",7
2001,"chatham","cthm-11",2
2002,"chatham","cthm-11",0
2003,"chatham","cthm-11",5
2005,"chatham","cthm-11",7
2006,"chatham","cthm-11",4
2007,"chatham","cthm-11",1
2008,"chatham","cthm-11",3
2009,"chatham","cthm-11",2
2010,"chatham","cthm-11",9
2011,"chatham","cthm-11",4
2012,"chatham","cthm-11",0
2013,"chatham","cthm-11",4
2016,"chatham","cthm-11",6
2020,"chatham","cthm-11",3
2022,"chatham","cthm-11",7
2023,"chatham","cthm-11",5
2024,"chatham","cthm-11",5
2000,"chatham","cthm-12",4
2001,"chatham","cthm-12",3
2002,"chatham","cthm-12",1
2003,"chatham","cthm-12",1
2004,"chatham","cthm-12",1
2005,"chatham","cthm-12",0
2006,"chatham","cthm-12",0
2007,"chatham","cthm-12",0
2008,"chatham","cthm-12",0
2009,"chatham","cthm-12",1
2017,"chatham","cthm-12",2
2019,"chatham","cthm-12",1
2020,"chatham","cthm-12",2
2021,"chatham","cthm-12",0
2022,"chatham","cthm-12",0
2023,"chatham","cthm-12",1
2024,"chatham","cthm-12",1
2000,"chatham","cthm-13",4
2001,"chatham","cthm-13",3
2002,"chatham","cthm-13",0
2003,"chatham","cthm-13",0
2004,"chatham","cthm-13",5
2005,"chatham","cthm-13",0
2006,"chatham","cthm-13",0
2007,"chatham","cthm-13",0
2008,"chatham","cthm-13",1
2009,"chatham","cthm-13",5
2010,"chatham","cthm-13",1
2011,"chatham","cthm-13",9
2012,"chatham","cthm-13",5
2013,"chatham","cthm-13",5
2014,"chatham","cthm-13",0
2015,"chatham","cthm-13",2
2016,"chatham","cthm-13",1
2017,"chatham","cthm-13",4
2018,"chatham","cthm-13",1
2019,"chatham","cthm-13",1
2020,"chatham","cthm-13",0
2021,"chatham","cthm-13",2
2022,"chatham","cthm-13",4
2023,"chatham","cthm-13",3
2024,"chatham","cthm-13",8
2000,"chatham","cthm-14",9
2001,"chatham","cthm-14",12
2002,"chatham","cthm-14",18
2003,"chatham","cthm-14",15
2004,"chatham","cthm-14",12
2005,"chatham","cthm-14",9
2006,"chatham","cthm-14",12
2007,"chatham","cthm-14",5
2008,"chatham","cthm-14",5
2009,"chatham","cthm-14",9
2014,"chatham","cthm-14",14
2015,"chatham","cthm-14",6
2019,"chatham","cthm-14",0
2020,"chatham","cthm-14",19
2021,"chatham","cthm-14",23
2022,"chatham","cthm-14",1
2023,"chatham","cthm-14",8
2024,"chatham","cthm-14",8
2002,"durham","drhm-01",3
2003,"durham","drhm-01",1
2004,"durham","drhm-01",1
2005,"durham","drhm-01",0
2006,"durham","drhm-01",0
2007,"durham","drhm-01",0
2008,"durham","drhm-01",3
2009,"durham","drhm-01",3
2010,"durham","drhm-01",2
2011,"durham","drhm-01",1
2012,"durham","drhm-01",6
2013,"durham","drhm-01",5
2014,"durham","drhm-01",3
2015,"durham","drhm-01",1
2016,"durham","drhm-01",0
2017,"durham","drhm-01",2
2018,"durham","drhm-01",0
2019,"durham","drhm-01",0
2020,"durham","drhm-01",2
2021,"durham","drhm-01",5
2022,"durham","drhm-01",5
2023,"durham","drhm-01",4
2024,"durham","drhm-01",5
2002,"durham","drhm-02",16
2003,"durham","drhm-02",13
2004,"durham","drhm-02",2
2005,"durham","drhm-02",7
2006,"durham","drhm-02",8
2007,"durham","drhm-02",16
2008,"durham","drhm-02",16
2009,"durham","drhm-02",8
2010,"durham","drhm-02",12
2011,"durham","drhm-02",10
2012,"durham","drhm-02",8
2013,"durham","drhm-02",5
2014,"durham","drhm-02",7
2015,"durham","drhm-02",9
2017,"durham","drhm-02",16
2018,"durham","drhm-02",5
2019,"durham","drhm-02",11
2020,"durham","drhm-02",10
2022,"durham","drhm-02",23
2023,"durham","drhm-02",17
2024,"durham","drhm-02",20
2002,"durham","drhm-03",3
2003,"durham","drhm-03",3
2004,"durham","drhm-03",3
2005,"durham","drhm-03",4
2006,"durham","drhm-03",6
2007,"durham","drhm-03",5
2008,"durham","drhm-03",2
2009,"durham","drhm-03",1
2010,"durham","drhm-03",4
2011,"durham","drhm-03",4
2012,"durham","drhm-03",0
2013,"durham","drhm-03",1
2014,"durham","drhm-03",2
2015,"durham","drhm-03",2
2016,"durham","drhm-03",1
2017,"durham","drhm-03",2
2018,"durham","drhm-03",2
2019,"durham","drhm-03",1
2020,"durham","drhm-03",2
2021,"durham","drhm-03",3
2022,"durham","drhm-03",1
2023,"durham","drhm-03",2
2024,"durham","drhm-03",4
2002,"durham","drhm-04",3
2003,"durham","drhm-04",2
2004,"durham","drhm-04",2
2005,"durham","drhm-04",5
2006,"durham","drhm-04",3
2007,"durham","drhm-04",1
2008,"durham","drhm-04",5
2009,"durham","drhm-04",4
2010,"durham","drhm-04",3
2011,"durham","drhm-04",0
2012,"durham","drhm-04",0
2013,"durham","drhm-04",5
2014,"durham","drhm-04",1
2018,"durham","drhm-04",5
2019,"durham","drhm-04",13
2020,"durham","drhm-04",6
2021,"durham","drhm-04",6
2022,"durham","drhm-04",9
2023,"durham","drhm-04",5
2024,"durham","drhm-04",3
2002,"durham","drhm-05",6
2003,"durham","drhm-05",1
2004,"durham","drhm-05",6
2005,"durham","drhm-05",3
2006,"durham","drhm-05",7
2007,"durham","drhm-05",0
2008,"durham","drhm-05",8
2009,"durham","drhm-05",11
2010,"durham","drhm-05",8
2011,"durham","drhm-05",7
2012,"durham","drhm-05",3
2013,"durham","drhm-05",4
2014,"durham","drhm-05",5
2015,"durham","drhm-05",5
2016,"durham","drhm-05",9
2017,"durham","drhm-05",5
2018,"durham","drhm-05",3
2019,"durham","drhm-05",2
2020,"durham","drhm-05",9
2021,"durham","drhm-05",6
2022,"durham","drhm-05",12
2023,"durham","drhm-05",5
2024,"durham","drhm-05",6
2002,"durham","drhm-06",5
2003,"durham","drhm-06",4
2004,"durham","drhm-06",3
2005,"durham","drhm-06",10
2006,"durham","drhm-06",10
2007,"durham","drhm-06",5
2008,"durham","drhm-06",9
2009,"durham","drhm-06",4
2010,"durham","drhm-06",3
2011,"durham","drhm-06",2
2012,"durham","drhm-06",8
2013,"durham","drhm-06",6
2014,"durham","drhm-06",4
2015,"durham","drhm-06",6
2016,"durham","drhm-06",4
2017,"durham","drhm-06",4
2018,"durham","drhm-06",11
2019,"durham","drhm-06",6
2020,"durham","drhm-06",5
2021,"durham","drhm-06",5
2022,"durham","drhm-06",6
2023,"durham","drhm-06",3
2024,"durham","drhm-06",5
2002,"durham","drhm-07",3
2003,"durham","drhm-07",3
2004,"durham","drhm-07",0
2005,"durham","drhm-07",3
2006,"durham","drhm-07",2
2007,"durham","drhm-07",1
2008,"durham","drhm-07",0
2009,"durham","drhm-07",0
2010,"durham","drhm-07",1
2011,"durham","drhm-07",1
2012,"durham","drhm-07",2
2013,"durham","drhm-07",4
2015,"durham","drhm-07",4
2016,"durham","drhm-07",0
2017,"durham","drhm-07",8
2018,"durham","drhm-07",3
2019,"durham","drhm-07",0
2020,"durham","drhm-07",0
2021,"durham","drhm-07",8
2022,"durham","drhm-07",4
2023,"durham","drhm-07",3
2024,"durham","drhm-07",5
2002,"durham","drhm-08",3
2003,"durham","drhm-08",0
2004,"durham","drhm-08",0
2005,"durham","drhm-08",1
2006,"durham","drhm-08",1
2007,"durham","drhm-08",1
2008,"durham","drhm-08",2
2011,"durham","drhm-08",8
2012,"durham","drhm-08",1
2013,"durham","drhm-08",5
2014,"durham","drhm-08",4
2015,"durham","drhm-08",3
2016,"durham","drhm-08",2
2017,"durham","drhm-08",3
2018,"durham","drhm-08",2
2019,"durham","drhm-08",3
2020,"durham","drhm-08",2
2021,"durham","drhm-08",2
2022,"durham","drhm-08",5
2023,"durham","drhm-08",3
2024,"durham","drhm-08",6
