"year","county","route","count"
1999,"orange","orng-07",19
2000,"orange","orng-07",17
2001,"orange","orng-07",17
2002,"orange","orng-07",24
2003,"orange","orng-07",25
2004,"orange","orng-07",23
2005,"orange","orng-07",18
2006,"orange","orng-07",21
2007,"orange","orng-07",29
2008,"orange","orng-07",26
2009,"orange","orng-07",22
2010,"orange","orng-07",23
2011,"orange","orng-07",23
2012,"orange","orng-07",27
2014,"orange","orng-07",35
2015,"orange","orng-07",27
2016,"orange","orng-07",36
2017,"orange","orng-07",32
2018,"orange","orng-07",35
2019,"orange","orng-07",37
2020,"orange","orng-07",30
2021,"orange","orng-07",18
2022,"orange","orng-07",31
2023,"orange","orng-07",29
2024,"orange","orng-07",38
1999,"orange","orng-08",22
2000,"orange","orng-08",12
2001,"orange","orng-08",18
2002,"orange","orng-08",24
2003,"orange","orng-08",0
2004,"orange","orng-08",29
2005,"orange","orng-08",16
2006,"orange","orng-08",31
2007,"orange","orng-08",16
2008,"orange","orng-08",22
2009,"orange","orng-08",13
2010,"orange","orng-08",15
2011,"orange","orng-08",25
2012,"orange","orng-08",20
2013,"orange","orng-08",20
2014,"orange","orng-08",14
2015,"orange","orng-08",15
2016,"orange","orng-08",14
2017,"orange","orng-08",13
2018,"orange","orng-08",11
2019,"orange","orng-08",12
2020,"orange","orng-08",18
2021,"orange","orng-08",11
2022,"orange","orng-08",10
2023,"orange","orng-08",5
2024,"orange","orng-08",20
1999,"orange","orng-09",31
2000,"orange","orng-09",10
2001,"orange","orng-09",21
2002,"orange","orng-09",31
2004,"orange","orng-09",15
2005,"orange","orng-09",32
2006,"orange","orng-09",30
2007,"orange","orng-09",20
2008,"orange","orng-09",27
2009,"orange","orng-09",27
2011,"orange","orng-09",22
2012,"orange","orng-09",25
2013,"orange","orng-09",22
2014,"orange","orng-09",24
2015,"orange","orng-09",31
2016,"orange","orng-09",33
2019,"orange","orng-09",20
2020,"orange","orng-09",28
2021,"orange","orng-09",30
2022,"orange","orng-09",26
2023,"orange","orng-09",20
2024,"orange","orng-09",24
1999,"orange","orng-10",23
2000,"orange","orng-10",22
2001,"orange","orng-10",30
2002,"orange","orng-10",29
2003,"orange","orng-10",27
2004,"orange","orng-10",22
2005,"orange","orng-10",26
2006,"orange","orng-10",24
2007,"orange","orng-10",27
2008,"orange","orng-10",25
2009,"orange","orng-10",25
2012,"orange","orng-10",43
2013,"orange","orng-10",48
2016,"orange","orng-10",12
2017,"orange","orng-10",13
2018,"orange","orng-10",0
2019,"orange","orng-10",41
2020,"orange","orng-10",15
2021,"orange","orng-10",19
2023,"orange","orng-10",30
2024,"orange","orng-10",34
1999,"orange","orng-11",43
2000,"orange","orng-11",47
2001,"orange","orng-11",29
2002,"orange","orng-11",32
2003,"orange","orng-11",33
2004,"orange","orng-11",33
2005,"orange","orng-11",28
2006,"orange","orng-11",52
2007,"orange","orng-11",30
2008,"orange","orng-11",43
2009,"orange","orng-11",34
2017,"orange","orng-11",19
2018,"orange","orng-11",13
2019,"orange","orng-11",19
2020,"orange","orng-11",18
2021,"orange","orng-11",21
2022,"orange","orng-11",23
2023,"orange","orng-11",21
2024,"orange","orng-11",34
1999,"orange","orng-12",48
2000,"orange","orng-12",40
2001,"orange","orng-12",32
2002,"orange","orng-12",44
2003,"orange","orng-12",59
2004,"orange","orng-12",36
2005,"orange","orng-12",54
2006,"orange","orng-12",43
2007,"orange","orng-12",60
2008,"orange","orng-12",56
2009,"orange","orng-12",54
2010,"orange","orng-12",43
2011,"orange","orng-12",41
2012,"orange","orng-12",40
2013,"orange","orng-12",30
2014,"orange","orng-12",33
2015,"orange","orng-12",26
2016,"orange","orng-12",32
2017,"orange","orng-12",33
2018,"orange","orng-12",32
2019,"orange","orng-12",32
2020,"orange","orng-12",26
2021,"orange","orng-12",29
2022,"orange","orng-12",38
2023,"orange","orng-12",28
2024,"orange","orng-12",24
2000,"chatham","cthm-01",32
2001,"chatham","cthm-01",39
2002,"chatham","cthm-01",30
2003,"chatham","cthm-01",29
2004,"chatham","cthm-01",30
2005,"chatham","cthm-01",41
2006,"chatham","cthm-01",24
2007,"chatham","cthm-01",39
2008,"chatham","cthm-01",35
2009,"chatham","cthm-01",25
2010,"chatham","cthm-01",38
2011,"chatham","cthm-01",34
2012,"chatham","cthm-01",58
2013,"chatham","cthm-01",52
2014,"chatham","cthm-01",38
2015,"chatham","cthm-01",33
2016,"chatham","cthm-01",31
2017,"chatham","cthm-01",29
2018,"chatham","cthm-01",33
2019,"chatham","cthm-01",34
2020,"chatham","cthm-01",33
2021,"chatham","cthm-01",24
2022,"chatham","cthm-01",37
2023,"chatham","cthm-01",25
2024,"chatham","cthm-01",22
2000,"chatham","cthm-02",26
2001,"chatham","cthm-02",20
2002,"chatham","cthm-02",20
2003,"chatham","cthm-02",32
2004,"chatham","cthm-02",25
2005,"chatham","cthm-02",26
2006,"chatham","cthm-02",20
2007,"chatham","cthm-02",18
2008,"chatham","cthm-02",22
2009,"chatham","cthm-02",26
2010,"chatham","cthm-02",21
2011,"chatham","cthm-02",39
2012,"chatham","cthm-02",29
2013,"chatham","cthm-02",21
2014,"chatham","cthm-02",29
2015,"chatham","cthm-02",31
2016,"chatham","cthm-02",29
2017,"chatham","cthm-02",20
2018,"chatham","cthm-02",32
2019,"chatham","cthm-02",32
2020,"chatham","cthm-02",20
2021,"chatham","cthm-02",21
2022,"chatham","cthm-02",19
2023,"chatham","cthm-02",16
2024,"chatham","cthm-02",15
2000,"chatham","cthm-03",14
2001,"chatham","cthm-03",11
2002,"chatham","cthm-03",24
2003,"chatham","cthm-03",24
2004,"chatham","cthm-03",17
2005,"chatham","cthm-03",23
2006,"chatham","cthm-03",9
2007,"chatham","cthm-03",0
2008,"chatham","cthm-03",15
2009,"chatham","cthm-03",16
2010,"chatham","cthm-03",17
2011,"chatham","cthm-03",14
2012,"chatham","cthm-03",19
2013,"chatham","cthm-03",19
2014,"chatham","cthm-03",22
2015,"chatham","cthm-03",23
2016,"chatham","cthm-03",20
2017,"chatham","cthm-03",14
2018,"chatham","cthm-03",13
2019,"chatham","cthm-03",17
2020,"chatham","cthm-03",12
2021,"chatham","cthm-03",13
2022,"chatham","cthm-03",9
2023,"chatham","cthm-03",12
2024,"chatham","cthm-03",7
2000,"chatham","cthm-04",18
2001,"chatham","cthm-04",11
2002,"chatham","cthm-04",21
2003,"chatham","cthm-04",13
2004,"chatham","cthm-04",24
2005,"chatham","cthm-04",23
2006,"chatham","cthm-04",22
2007,"chatham","cthm-04",21
2008,"chatham","cthm-04",17
2009,"chatham","cthm-04",17
2010,"chatham","cthm-04",17
2011,"chatham","cthm-04",26
2012,"chatham","cthm-04",19
2013,"chatham","cthm-04",13
2014,"chatham","cthm-04",12
2015,"chatham","cthm-04",18
2016,"chatham","cthm-04",26
2017,"chatham","cthm-04",16
2018,"chatham","cthm-04",21
2019,"chatham","cthm-04",8
2020,"chatham","cthm-04",13
2021,"chatham","cthm-04",18
2022,"chatham","cthm-04",16
2023,"chatham","cthm-04",9
2024,"chatham","cthm-04",13
2000,"chatham","cthm-05",21
2001,"chatham","cthm-05",23
2002,"chatham","cthm-05",22
2003,"chatham","cthm-05",30
2004,"chatham","cthm-05",23
2005,"chatham","cthm-05",30
2006,"chatham","cthm-05",40
2007,"chatham","cthm-05",34
2008,"chatham","cthm-05",17
2009,"chatham","cthm-05",29
2010,"chatham","cthm-05",47
2011,"chatham","cthm-05",34
2012,"chatham","cthm-05",36
2013,"chatham","cthm-05",29
2014,"chatham","cthm-05",37
2015,"chatham","cthm-05",52
2016,"chatham","cthm-05",38
2017,"chatham","cthm-05",39
2018,"chatham","cthm-05",44
2019,"chatham","cthm-05",40
2020,"chatham","cthm-05",22
2021,"chatham","cthm-05",25
2022,"chatham","cthm-05",25
2023,"chatham","cthm-05",28
2024,"chatham","cthm-05",28
2000,"chatham","cthm-06",32
2001,"chatham","cthm-06",15
2002,"chatham","cthm-06",32
2003,"chatham","cthm-06",24
2004,"chatham","cthm-06",29
2005,"chatham","cthm-06",46
2006,"chatham","cthm-06",35
2007,"chatham","cthm-06",14
2008,"chatham","cthm-06",35
2009,"chatham","cthm-06",25
2010,"chatham","cthm-06",76
2018,"chatham","cthm-06",22
2019,"chatham","cthm-06",26
2020,"chatham","cthm-06",30
2021,"chatham","cthm-06",36
2022,"chatham","cthm-06",28
2023,"chatham","cthm-06",18
2024,"chatham","cthm-06",28
2000,"chatham","cthm-07",21
2001,"chatham","cthm-07",32
2002,"chatham","cthm-07",24
2003,"chatham","cthm-07",28
2004,"chatham","cthm-07",33
2005,"chatham","cthm-07",30
2006,"chatham","cthm-07",36
2007,"chatham","cthm-07",37
2008,"chatham","cthm-07",25
2009,"chatham","cthm-07",26
2010,"chatham","cthm-07",19
2011,"chatham","cthm-07",25
2012,"chatham","cthm-07",28
2013,"chatham","cthm-07",24
2014,"chatham","cthm-07",25
2015,"chatham","cthm-07",22
2016,"chatham","cthm-07",22
2017,"chatham","cthm-07",18
2018,"chatham","cthm-07",22
2019,"chatham","cthm-07",24
2020,"chatham","cthm-07",24
2021,"chatham","cthm-07",21
2022,"chatham","cthm-07",26
2023,"chatham","cthm-07",24
2024,"chatham","cthm-07",32
2000,"chatham","cthm-08",32
2001,"chatham","cthm-08",19
2002,"chatham","cthm-08",29
2003,"chatham","cthm-08",26
2004,"chatham","cthm-08",27
2005,"chatham","cthm-08",25
2006,"chatham","cthm-08",21
2007,"chatham","cthm-08",26
2008,"chatham","cthm-08",26
2009,"chatham","cthm-08",26
2010,"chatham","cthm-08",24
2011,"chatham","cthm-08",20
2012,"chatham","cthm-08",16
2013,"chatham","cthm-08",22
2014,"chatham","cthm-08",26
2015,"chatham","cthm-08",33
2016,"chatham","cthm-08",19
2017,"chatham","cthm-08",23
2019,"chatham","cthm-08",34
2020,"chatham","cthm-08",23
2021,"chatham","cthm-08",32
2022,"chatham","cthm-08",27
2023,"chatham","cthm-08",17
2024,"chatham","cthm-08",15
2000,"chatham","cthm-09",30
2001,"chatham","cthm-09",58
2002,"chatham","cthm-09",34
2003,"chatham","cthm-09",47
2005,"chatham","cthm-09",19
2006,"chatham","cthm-09",39
2007,"chatham","cthm-09",32
2008,"chatham","cthm-09",36
2009,"chatham","cthm-09",49
2010,"chatham","cthm-09",35
2011,"chatham","cthm-09",31
2012,"chatham","cthm-09",18
2013,"chatham","cthm-09",21
2014,"chatham","cthm-09",35
2015,"chatham","cthm-09",35
2016,"chatham","cthm-09",21
2017,"chatham","cthm-09",36
2018,"chatham","cthm-09",27
2019,"chatham","cthm-09",26
2020,"chatham","cthm-09",36
2021,"chatham","cthm-09",22
2022,"chatham","cthm-09",31
2023,"chatham","cthm-09",22
2024,"chatham","cthm-09",23
2000,"chatham","cthm-10",19
2001,"chatham","cthm-10",19
2002,"chatham","cthm-10",23
2003,"chatham","cthm-10",14
2004,"chatham","cthm-10",17
2005,"chatham","cthm-10",8
2006,"chatham","cthm-10",12
2007,"chatham","cthm-10",20
2008,"chatham","cthm-10",10
2009,"chatham","cthm-10",11
2010,"chatham","cthm-10",9
2011,"chatham","cthm-10",18
2012,"chatham","cthm-10",18
2013,"chatham","cthm-10",20
2015,"chatham","cthm-10",17
2016,"chatham","cthm-10",15
2017,"chatham","cthm-10",22
2018,"chatham","cthm-10",19
2019,"chatham","cthm-10",13
2020,"chatham","cthm-10",11
2021,"chatham","cthm-10",14
2022,"chatham","cthm-10",15
2023,"chatham","cthm-10",22
2024,"chatham","cthm-10",27
2000,"chatham","cthm-11",16
2001,"chatham","cthm-11",22
2002,"chatham","cthm-11",24
2003,"chatham","cthm-11",24
2005,"chatham","cthm-11",16
2006,"chatham","cthm-11",13
2007,"chatham","cthm-11",18
2008,"chatham","cthm-11",9
2009,"chatham","cthm-11",17
2010,"chatham","cthm-11",18
2011,"chatham","cthm-11",13
2012,"chatham","cthm-11",6
2013,"chatham","cthm-11",14
2016,"chatham","cthm-11",15
2020,"chatham","cthm-11",14
2022,"chatham","cthm-11",15
2023,"chatham","cthm-11",18
2024,"chatham","cthm-11",19
2000,"chatham","cthm-12",16
2001,"chatham","cthm-12",9
2002,"chatham","cthm-12",20
2003,"chatham","cthm-12",13
2004,"chatham","cthm-12",14
2005,"chatham","cthm-12",21
2006,"chatham","cthm-12",26
2007,"chatham","cthm-12",18
2008,"chatham","cthm-12",17
2009,"chatham","cthm-12",11
2017,"chatham","cthm-12",31
2019,"chatham","cthm-12",22
2020,"chatham","cthm-12",25
2021,"chatham","cthm-12",31
2022,"chatham","cthm-12",19
2023,"chatham","cthm-12",23
2024,"chatham","cthm-12",21
2000,"chatham","cthm-13",39
2001,"chatham","cthm-13",34
2002,"chatham","cthm-13",21
2003,"chatham","cthm-13",25
2004,"chatham","cthm-13",37
2005,"chatham","cthm-13",20
2006,"chatham","cthm-13",29
2007,"chatham","cthm-13",22
2008,"chatham","cthm-13",30
2009,"chatham","cthm-13",36
2010,"chatham","cthm-13",73
2011,"chatham","cthm-13",52
2012,"chatham","cthm-13",32
2013,"chatham","cthm-13",35
2014,"chatham","cthm-13",33
2015,"chatham","cthm-13",50
2016,"chatham","cthm-13",31
2017,"chatham","cthm-13",29
2018,"chatham","cthm-13",37
2019,"chatham","cthm-13",26
2020,"chatham","cthm-13",19
2021,"chatham","cthm-13",20
2022,"chatham","cthm-13",24
2023,"chatham","cthm-13",30
2024,"chatham","cthm-13",21
2000,"chatham","cthm-14",9
2001,"chatham","cthm-14",10
2002,"chatham","cthm-14",16
2003,"chatham","cthm-14",21
2004,"chatham","cthm-14",18
2005,"chatham","cthm-14",11
2006,"chatham","cthm-14",22
2007,"chatham","cthm-14",24
2008,"chatham","cthm-14",20
2009,"chatham","cthm-14",16
2014,"chatham","cthm-14",36
2015,"chatham","cthm-14",0
2019,"chatham","cthm-14",22
2020,"chatham","cthm-14",19
2021,"chatham","cthm-14",23
2022,"chatham","cthm-14",35
2023,"chatham","cthm-14",15
2024,"chatham","cthm-14",16
2002,"durham","drhm-01",28
2003,"durham","drhm-01",33
2004,"durham","drhm-01",42
2005,"durham","drhm-01",29
2006,"durham","drhm-01",40
2007,"durham","drhm-01",32
2008,"durham","drhm-01",24
2009,"durham","drhm-01",22
2010,"durham","drhm-01",31
2011,"durham","drhm-01",34
2012,"durham","drhm-01",35
2013,"durham","drhm-01",26
2014,"durham","drhm-01",17
2015,"durham","drhm-01",34
2016,"durham","drhm-01",27
2017,"durham","drhm-01",19
2018,"durham","drhm-01",18
2019,"durham","drhm-01",14
2020,"durham","drhm-01",26
2021,"durham","drhm-01",13
2022,"durham","drhm-01",31
2023,"durham","drhm-01",23
2024,"durham","drhm-01",18
2002,"durham","drhm-02",25
2003,"durham","drhm-02",23
2004,"durham","drhm-02",16
2005,"durham","drhm-02",10
2006,"durham","drhm-02",23
2007,"durham","drhm-02",22
2008,"durham","drhm-02",25
2009,"durham","drhm-02",17
2010,"durham","drhm-02",15
2011,"durham","drhm-02",14
2012,"durham","drhm-02",13
2013,"durham","drhm-02",6
2014,"durham","drhm-02",10
2015,"durham","drhm-02",8
2017,"durham","drhm-02",9
2018,"durham","drhm-02",35
2019,"durham","drhm-02",33
2020,"durham","drhm-02",26
2022,"durham","drhm-02",26
2023,"durham","drhm-02",27
2024,"durham","drhm-02",26
2002,"durham","drhm-03",29
2003,"durham","drhm-03",32
2004,"durham","drhm-03",30
2005,"durham","drhm-03",32
2006,"durham","drhm-03",34
2007,"durham","drhm-03",30
2008,"durham","drhm-03",33
2009,"durham","drhm-03",34
2010,"durham","drhm-03",47
2011,"durham","drhm-03",47
2012,"durham","drhm-03",31
2013,"durham","drhm-03",30
2014,"durham","drhm-03",18
2015,"durham","drhm-03",32
2016,"durham","drhm-03",30
2017,"durham","drhm-03",25
2018,"durham","drhm-03",33
2019,"durham","drhm-03",21
2020,"durham","drhm-03",30
2021,"durham","drhm-03",22
2022,"durham","drhm-03",19
2023,"durham","drhm-03",31
2024,"durham","drhm-03",24
2002,"durham","drhm-04",24
2003,"durham","drhm-04",15
2004,"durham","drhm-04",23
2005,"durham","drhm-04",30
2006,"durham","drhm-04",32
2007,"durham","drhm-04",19
2008,"durham","drhm-04",26
2009,"durham","drhm-04",27
2010,"durham","drhm-04",32
2011,"durham","drhm-04",33
2012,"durham","drhm-04",26
2013,"durham","drhm-04",19
2014,"durham","drhm-04",29
2018,"durham","drhm-04",29
2019,"durham","drhm-04",23
2020,"durham","drhm-04",22
2021,"durham","drhm-04",22
2022,"durham","drhm-04",16
2023,"durham","drhm-04",14
2024,"durham","drhm-04",17
2002,"durham","drhm-05",40
2003,"durham","drhm-05",22
2004,"durham","drhm-05",51
2005,"durham","drhm-05",59
2006,"durham","drhm-05",37
2007,"durham","drhm-05",49
2008,"durham","drhm-05",56
2009,"durham","drhm-05",49
2010,"durham","drhm-05",39
2011,"durham","drhm-05",46
2012,"durham","drhm-05",23
2013,"durham","drhm-05",22
2014,"durham","drhm-05",27
2015,"durham","drhm-05",33
2016,"durham","drhm-05",34
2017,"durham","drhm-05",31
2018,"durham","drhm-05",37
2019,"durham","drhm-05",38
2020,"durham","drhm-05",25
2021,"durham","drhm-05",27
2022,"durham","drhm-05",30
2023,"durham","drhm-05",22
2024,"durham","drhm-05",26
2002,"durham","drhm-06",13
2003,"durham","drhm-06",17
2004,"durham","drhm-06",7
2005,"durham","drhm-06",17
2006,"durham","drhm-06",20
2007,"durham","drhm-06",26
2008,"durham","drhm-06",12
2009,"durham","drhm-06",15
2010,"durham","drhm-06",11
2011,"durham","drhm-06",35
2012,"durham","drhm-06",16
2013,"durham","drhm-06",15
2014,"durham","drhm-06",15
2015,"durham","drhm-06",19
2016,"durham","drhm-06",10
2017,"durham","drhm-06",16
2018,"durham","drhm-06",17
2019,"durham","drhm-06",15
2020,"durham","drhm-06",10
2021,"durham","drhm-06",22
2022,"durham","drhm-06",20
2023,"durham","drhm-06",14
2024,"durham","drhm-06",16
2002,"durham","drhm-07",14
2003,"durham","drhm-07",18
2004,"durham","drhm-07",18
2005,"durham","drhm-07",14
2006,"durham","drhm-07",7
2007,"durham","drhm-07",15
2008,"durham","drhm-07",13
2009,"durham","drhm-07",21
2010,"durham","drhm-07",4
2011,"durham","drhm-07",13
2012,"durham","drhm-07",19
2013,"durham","drhm-07",17
2015,"durham","drhm-07",17
2016,"durham","drhm-07",23
2017,"durham","drhm-07",22
2018,"durham","drhm-07",20
2019,"durham","drhm-07",21
2020,"durham","drhm-07",17
2021,"durham","drhm-07",19
2022,"durham","drhm-07",20
2023,"durham","drhm-07",23
2024,"durham","drhm-07",22
2002,"durham","drhm-08",29
2003,"durham","drhm-08",26
2004,"durham","drhm-08",31
2005,"durham","drhm-08",34
2006,"durham","drhm-08",34
2007,"durham","drhm-08",28
2008,"durham","drhm-08",29
2011,"durham","drhm-08",32
2012,"durham","drhm-08",36
2013,"durham","drhm-08",37
2014,"durham","drhm-08",29
2015,"durham","drhm-08",35
2016,"durham","drhm-08",40
2017,"durham","drhm-08",47
2018,"durham","drhm-08",36
2019,"durham","drhm-08",31
2020,"durham","drhm-08",35
2021,"durham","drhm-08",23
2022,"durham","drhm-08",33
2023,"durham","drhm-08",38
2024,"durham","drhm-08",20
