"year","county","route","count"
2013,"orange","orng-05",4
2014,"orange","orng-05",8
2015,"orange","orng-05",10
2016,"orange","orng-05",5
2017,"orange","orng-05",4
2018,"orange","orng-05",10
2019,"orange","orng-05",10
2020,"orange","orng-05",10
2021,"orange","orng-05",7
2022,"orange","orng-05",10
2023,"orange","orng-05",8
2024,"orange","orng-05",8
1999,"orange","orng-06",11
2000,"orange","orng-06",6
2001,"orange","orng-06",9
2002,"orange","orng-06",5
2003,"orange","orng-06",4
2004,"orange","orng-06",3
2005,"orange","orng-06",3
2006,"orange","orng-06",5
2007,"orange","orng-06",5
2008,"orange","orng-06",3
2009,"orange","orng-06",1
2010,"orange","orng-06",1
2011,"orange","orng-06",1
2012,"orange","orng-06",4
2013,"orange","orng-06",0
2014,"orange","orng-06",1
2015,"orange","orng-06",0
2016,"orange","orng-06",0
2017,"orange","orng-06",2
2019,"orange","orng-06",4
2020,"orange","orng-06",3
2021,"orange","orng-06",4
2022,"orange","orng-06",6
2023,"orange","orng-06",3
2024,"orange","orng-06",2
1999,"orange","orng-07",18
2000,"orange","orng-07",16
2001,"orange","orng-07",10
2002,"orange","orng-07",12
2003,"orange","orng-07",11
2004,"orange","orng-07",12
2005,"orange","orng-07",11
2006,"orange","orng-07",10
2007,"orange","orng-07",11
2008,"orange","orng-07",15
2009,"orange","orng-07",7
2010,"orange","orng-07",8
2011,"orange","orng-07",7
2012,"orange","orng-07",10
2014,"orange","orng-07",12
2015,"orange","orng-07",12
2016,"orange","orng-07",5
2017,"orange","orng-07",13
2018,"orange","orng-07",7
2019,"orange","orng-07",18
2020,"orange","orng-07",12
2021,"orange","orng-07",6
2022,"orange","orng-07",13
2023,"orange","orng-07",13
2024,"orange","orng-07",10
1999,"orange","orng-08",8
2000,"orange","orng-08",14
2001,"orange","orng-08",5
2002,"orange","orng-08",6
2003,"orange","orng-08",2
2004,"orange","orng-08",8
2005,"orange","orng-08",5
2006,"orange","orng-08",13
2007,"orange","orng-08",8
2008,"orange","orng-08",3
2009,"orange","orng-08",7
2010,"orange","orng-08",8
2011,"orange","orng-08",1
2012,"orange","orng-08",3
2013,"orange","orng-08",4
2014,"orange","orng-08",4
2015,"orange","orng-08",8
2016,"orange","orng-08",4
2017,"orange","orng-08",6
2018,"orange","orng-08",0
2019,"orange","orng-08",2
2020,"orange","orng-08",1
2021,"orange","orng-08",5
2022,"orange","orng-08",7
2023,"orange","orng-08",6
2024,"orange","orng-08",7
1999,"orange","orng-09",14
2000,"orange","orng-09",9
2001,"orange","orng-09",12
2002,"orange","orng-09",17
2004,"orange","orng-09",7
2005,"orange","orng-09",5
2006,"orange","orng-09",8
2007,"orange","orng-09",10
2008,"orange","orng-09",17
2009,"orange","orng-09",10
2011,"orange","orng-09",6
2012,"orange","orng-09",4
2013,"orange","orng-09",12
2014,"orange","orng-09",9
2015,"orange","orng-09",5
2016,"orange","orng-09",12
2019,"orange","orng-09",20
2020,"orange","orng-09",8
2021,"orange","orng-09",10
2022,"orange","orng-09",11
2023,"orange","orng-09",7
2024,"orange","orng-09",9
1999,"orange","orng-10",17
2000,"orange","orng-10",14
2001,"orange","orng-10",16
2002,"orange","orng-10",17
2003,"orange","orng-10",14
2004,"orange","orng-10",3
2005,"orange","orng-10",8
2006,"orange","orng-10",7
2007,"orange","orng-10",12
2008,"orange","orng-10",8
2009,"orange","orng-10",9
2012,"orange","orng-10",11
2013,"orange","orng-10",5
2016,"orange","orng-10",1
2017,"orange","orng-10",5
2018,"orange","orng-10",1
2019,"orange","orng-10",10
2020,"orange","orng-10",16
2021,"orange","orng-10",12
2023,"orange","orng-10",7
2024,"orange","orng-10",2
1999,"orange","orng-11",8
2000,"orange","orng-11",0
2001,"orange","orng-11",15
2002,"orange","orng-11",9
2003,"orange","orng-11",8
2004,"orange","orng-11",5
2005,"orange","orng-11",4
2006,"orange","orng-11",7
2007,"orange","orng-11",0
2008,"orange","orng-11",7
2009,"orange","orng-11",7
2017,"orange","orng-11",1
2018,"orange","orng-11",5
2019,"orange","orng-11",4
2020,"orange","orng-11",4
2021,"orange","orng-11",4
2022,"orange","orng-11",5
2023,"orange","orng-11",7
2024,"orange","orng-11",9
1999,"orange","orng-12",6
2000,"orange","orng-12",8
2001,"orange","orng-12",2
2002,"orange","orng-12",1
2003,"orange","orng-12",2
2004,"orange","orng-12",2
2005,"orange","orng-12",0
2006,"orange","orng-12",1
2007,"orange","orng-12",1
2008,"orange","orng-12",1
2009,"orange","orng-12",3
2010,"orange","orng-12",1
2011,"orange","orng-12",2
2012,"orange","orng-12",2
2013,"orange","orng-12",0
2014,"orange","orng-12",1
2015,"orange","orng-12",0
2016,"orange","orng-12",2
2017,"orange","orng-12",2
2018,"orange","orng-12",0
2019,"orange","orng-12",2
2020,"orange","orng-12",2
2021,"orange","orng-12",2
2022,"orange","orng-12",2
2023,"orange","orng-12",1
2024,"orange","orng-12",1
2000,"chatham","cthm-01",19
2001,"chatham","cthm-01",25
2002,"chatham","cthm-01",17
2003,"chatham","cthm-01",11
2004,"chatham","cthm-01",9
2005,"chatham","cthm-01",5
2006,"chatham","cthm-01",5
2007,"chatham","cthm-01",4
2008,"chatham","cthm-01",2
2009,"chatham","cthm-01",4
2010,"chatham","cthm-01",6
2011,"chatham","cthm-01",4
2012,"chatham","cthm-01",11
2013,"chatham","cthm-01",7
2014,"chatham","cthm-01",8
2015,"chatham","cthm-01",10
2016,"chatham","cthm-01",5
2017,"chatham","cthm-01",6
2018,"chatham","cthm-01",6
2019,"chatham","cthm-01",10
2020,"chatham","cthm-01",4
2021,"chatham","cthm-01",8
2022,"chatham","cthm-01",6
2023,"chatham","cthm-01",4
2024,"chatham","cthm-01",7
2000,"chatham","cthm-02",13
2001,"chatham","cthm-02",12
2002,"chatham","cthm-02",5
2003,"chatham","cthm-02",8
2004,"chatham","cthm-02",8
2005,"chatham","cthm-02",6
2006,"chatham","cthm-02",7
2007,"chatham","cthm-02",6
2008,"chatham","cthm-02",8
2009,"chatham","cthm-02",5
2010,"chatham","cthm-02",6
2011,"chatham","cthm-02",10
2012,"chatham","cthm-02",7
2013,"chatham","cthm-02",12
2014,"chatham","cthm-02",5
2015,"chatham","cthm-02",3
2016,"chatham","cthm-02",8
2017,"chatham","cthm-02",4
2018,"chatham","cthm-02",7
2019,"chatham","cthm-02",16
2020,"chatham","cthm-02",9
2021,"chatham","cthm-02",10
2022,"chatham","cthm-02",3
2023,"chatham","cthm-02",2
2024,"chatham","cthm-02",7
2000,"chatham","cthm-03",7
2001,"chatham","cthm-03",3
2002,"chatham","cthm-03",7
2003,"chatham","cthm-03",10
2004,"chatham","cthm-03",15
2005,"chatham","cthm-03",9
2006,"chatham","cthm-03",12
2007,"chatham","cthm-03",8
2008,"chatham","cthm-03",9
2009,"chatham","cthm-03",11
2010,"chatham","cthm-03",8
2011,"chatham","cthm-03",6
2012,"chatham","cthm-03",7
2013,"chatham","cthm-03",6
2014,"chatham","cthm-03",6
2015,"chatham","cthm-03",14
2016,"chatham","cthm-03",6
2017,"chatham","cthm-03",5
2018,"chatham","cthm-03",3
2019,"chatham","cthm-03",15
2020,"chatham","cthm-03",6
2021,"chatham","cthm-03",7
2022,"chatham","cthm-03",2
2023,"chatham","cthm-03",2
2024,"chatham","cthm-03",5
2000,"chatham","cthm-04",4
2001,"chatham","cthm-04",8
2002,"chatham","cthm-04",6
2003,"chatham","cthm-04",7
2004,"chatham","cthm-04",5
2005,"chatham","cthm-04",11
2006,"chatham","cthm-04",4
2007,"chatham","cthm-04",6
2008,"chatham","cthm-04",7
2009,"chatham","cthm-04",7
2010,"chatham","cthm-04",4
2011,"chatham","cthm-04",7
2012,"chatham","cthm-04",9
2013,"chatham","cthm-04",10
2014,"chatham","cthm-04",4
2015,"chatham","cthm-04",1
2016,"chatham","cthm-04",4
2017,"chatham","cthm-04",7
2018,"chatham","cthm-04",1
2019,"chatham","cthm-04",3
2020,"chatham","cthm-04",3
2021,"chatham","cthm-04",8
2022,"chatham","cthm-04",9
2023,"chatham","cthm-04",7
2024,"chatham","cthm-04",7
2000,"chatham","cthm-05",7
2001,"chatham","cthm-05",5
2002,"chatham","cthm-05",14
2003,"chatham","cthm-05",13
2004,"chatham","cthm-05",6
2005,"chatham","cthm-05",8
2006,"chatham","cthm-05",4
2007,"chatham","cthm-05",8
2008,"chatham","cthm-05",5
2009,"chatham","cthm-05",5
2010,"chatham","cthm-05",5
2011,"chatham","cthm-05",2
2012,"chatham","cthm-05",3
2013,"chatham","cthm-05",7
2014,"chatham","cthm-05",3
2015,"chatham","cthm-05",2
2016,"chatham","cthm-05",5
2017,"chatham","cthm-05",0
2018,"chatham","cthm-05",1
2019,"chatham","cthm-05",4
2020,"chatham","cthm-05",11
2021,"chatham","cthm-05",2
2022,"chatham","cthm-05",4
2023,"chatham","cthm-05",5
2024,"chatham","cthm-05",3
2000,"chatham","cthm-06",16
2001,"chatham","cthm-06",2
2002,"chatham","cthm-06",6
2003,"chatham","cthm-06",0
2004,"chatham","cthm-06",1
2005,"chatham","cthm-06",2
2006,"chatham","cthm-06",6
2007,"chatham","cthm-06",2
2008,"chatham","cthm-06",6
2009,"chatham","cthm-06",1
2010,"chatham","cthm-06",4
2018,"chatham","cthm-06",3
2019,"chatham","cthm-06",4
2020,"chatham","cthm-06",2
2021,"chatham","cthm-06",3
2022,"chatham","cthm-06",3
2023,"chatham","cthm-06",0
2024,"chatham","cthm-06",3
2000,"chatham","cthm-07",30
2001,"chatham","cthm-07",25
2002,"chatham","cthm-07",25
2003,"chatham","cthm-07",21
2004,"chatham","cthm-07",23
2005,"chatham","cthm-07",18
2006,"chatham","cthm-07",20
2007,"chatham","cthm-07",23
2008,"chatham","cthm-07",18
2009,"chatham","cthm-07",15
2010,"chatham","cthm-07",11
2011,"chatham","cthm-07",15
2012,"chatham","cthm-07",17
2013,"chatham","cthm-07",16
2014,"chatham","cthm-07",16
2015,"chatham","cthm-07",15
2016,"chatham","cthm-07",20
2017,"chatham","cthm-07",15
2018,"chatham","cthm-07",21
2019,"chatham","cthm-07",27
2020,"chatham","cthm-07",31
2021,"chatham","cthm-07",20
2022,"chatham","cthm-07",22
2023,"chatham","cthm-07",19
2024,"chatham","cthm-07",24
2000,"chatham","cthm-08",20
2001,"chatham","cthm-08",9
2002,"chatham","cthm-08",7
2003,"chatham","cthm-08",6
2004,"chatham","cthm-08",5
2005,"chatham","cthm-08",8
2006,"chatham","cthm-08",8
2007,"chatham","cthm-08",9
2008,"chatham","cthm-08",8
2009,"chatham","cthm-08",5
2010,"chatham","cthm-08",1
2011,"chatham","cthm-08",3
2012,"chatham","cthm-08",4
2013,"chatham","cthm-08",3
2014,"chatham","cthm-08",5
2015,"chatham","cthm-08",3
2016,"chatham","cthm-08",5
2017,"chatham","cthm-08",4
2019,"chatham","cthm-08",15
2020,"chatham","cthm-08",12
2021,"chatham","cthm-08",13
2022,"chatham","cthm-08",6
2023,"chatham","cthm-08",15
2024,"chatham","cthm-08",10
2000,"chatham","cthm-09",10
2001,"chatham","cthm-09",14
2002,"chatham","cthm-09",6
2003,"chatham","cthm-09",21
2005,"chatham","cthm-09",9
2006,"chatham","cthm-09",12
2007,"chatham","cthm-09",20
2008,"chatham","cthm-09",15
2009,"chatham","cthm-09",15
2010,"chatham","cthm-09",11
2011,"chatham","cthm-09",13
2012,"chatham","cthm-09",6
2013,"chatham","cthm-09",6
2014,"chatham","cthm-09",18
2015,"chatham","cthm-09",11
2016,"chatham","cthm-09",11
2017,"chatham","cthm-09",12
2018,"chatham","cthm-09",15
2019,"chatham","cthm-09",18
2020,"chatham","cthm-09",16
2021,"chatham","cthm-09",14
2022,"chatham","cthm-09",10
2023,"chatham","cthm-09",4
2024,"chatham","cthm-09",8
2000,"chatham","cthm-10",0
2001,"chatham","cthm-10",15
2002,"chatham","cthm-10",6
2003,"chatham","cthm-10",7
2004,"chatham","cthm-10",1
2005,"chatham","cthm-10",8
2006,"chatham","cthm-10",8
2007,"chatham","cthm-10",5
2008,"chatham","cthm-10",8
2009,"chatham","cthm-10",5
2010,"chatham","cthm-10",7
2011,"chatham","cthm-10",10
2012,"chatham","cthm-10",12
2013,"chatham","cthm-10",4
2015,"chatham","cthm-10",5
2016,"chatham","cthm-10",9
2017,"chatham","cthm-10",11
2018,"chatham","cthm-10",9
2019,"chatham","cthm-10",11
2020,"chatham","cthm-10",7
2021,"chatham","cthm-10",7
2022,"chatham","cthm-10",8
2023,"chatham","cthm-10",10
2024,"chatham","cthm-10",16
2000,"chatham","cthm-11",10
2001,"chatham","cthm-11",16
2002,"chatham","cthm-11",18
2003,"chatham","cthm-11",18
2005,"chatham","cthm-11",20
2006,"chatham","cthm-11",17
2007,"chatham","cthm-11",12
2008,"chatham","cthm-11",17
2009,"chatham","cthm-11",16
2010,"chatham","cthm-11",25
2011,"chatham","cthm-11",20
2012,"chatham","cthm-11",13
2013,"chatham","cthm-11",10
2016,"chatham","cthm-11",11
2020,"chatham","cthm-11",6
2022,"chatham","cthm-11",11
2023,"chatham","cthm-11",10
2024,"chatham","cthm-11",9
2000,"chatham","cthm-12",9
2001,"chatham","cthm-12",7
2002,"chatham","cthm-12",4
2003,"chatham","cthm-12",5
2004,"chatham","cthm-12",3
2005,"chatham","cthm-12",6
2006,"chatham","cthm-12",5
2007,"chatham","cthm-12",2
2008,"chatham","cthm-12",5
2009,"chatham","cthm-12",5
2017,"chatham","cthm-12",7
2019,"chatham","cthm-12",7
2020,"chatham","cthm-12",11
2021,"chatham","cthm-12",2
2022,"chatham","cthm-12",4
2023,"chatham","cthm-12",3
2024,"chatham","cthm-12",4
2000,"chatham","cthm-13",13
2001,"chatham","cthm-13",9
2002,"chatham","cthm-13",8
2003,"chatham","cthm-13",4
2004,"chatham","cthm-13",10
2005,"chatham","cthm-13",0
2006,"chatham","cthm-13",0
2007,"chatham","cthm-13",6
2008,"chatham","cthm-13",1
2009,"chatham","cthm-13",3
2010,"chatham","cthm-13",5
2011,"chatham","cthm-13",5
2012,"chatham","cthm-13",3
2013,"chatham","cthm-13",2
2014,"chatham","cthm-13",3
2015,"chatham","cthm-13",1
2016,"chatham","cthm-13",2
2017,"chatham","cthm-13",2
2018,"chatham","cthm-13",4
2019,"chatham","cthm-13",2
2020,"chatham","cthm-13",5
2021,"chatham","cthm-13",4
2022,"chatham","cthm-13",5
2023,"chatham","cthm-13",8
2024,"chatham","cthm-13",4
2000,"chatham","cthm-14",2
2001,"chatham","cthm-14",5
2002,"chatham","cthm-14",1
2003,"chatham","cthm-14",1
2004,"chatham","cthm-14",0
2005,"chatham","cthm-14",1
2006,"chatham","cthm-14",1
2007,"chatham","cthm-14",0
2008,"chatham","cthm-14",2
2009,"chatham","cthm-14",2
2014,"chatham","cthm-14",5
2015,"chatham","cthm-14",1
2019,"chatham","cthm-14",0
2020,"chatham","cthm-14",2
2021,"chatham","cthm-14",13
2022,"chatham","cthm-14",6
2023,"chatham","cthm-14",0
2024,"chatham","cthm-14",1
2002,"durham","drhm-01",5
2003,"durham","drhm-01",9
2004,"durham","drhm-01",6
2005,"durham","drhm-01",8
2006,"durham","drhm-01",10
2007,"durham","drhm-01",4
2008,"durham","drhm-01",2
2009,"durham","drhm-01",0
2010,"durham","drhm-01",7
2011,"durham","drhm-01",7
2012,"durham","drhm-01",2
2013,"durham","drhm-01",5
2014,"durham","drhm-01",1
2015,"durham","drhm-01",1
2016,"durham","drhm-01",0
2017,"durham","drhm-01",5
2018,"durham","drhm-01",13
2019,"durham","drhm-01",8
2020,"durham","drhm-01",18
2021,"durham","drhm-01",11
2022,"durham","drhm-01",19
2023,"durham","drhm-01",14
2024,"durham","drhm-01",13
2002,"durham","drhm-02",5
2003,"durham","drhm-02",9
2004,"durham","drhm-02",5
2005,"durham","drhm-02",4
2006,"durham","drhm-02",4
2007,"durham","drhm-02",10
2008,"durham","drhm-02",7
2009,"durham","drhm-02",1
2010,"durham","drhm-02",7
2011,"durham","drhm-02",10
2012,"durham","drhm-02",8
2013,"durham","drhm-02",5
2014,"durham","drhm-02",4
2015,"durham","drhm-02",5
2017,"durham","drhm-02",9
2018,"durham","drhm-02",9
2019,"durham","drhm-02",20
2020,"durham","drhm-02",19
2022,"durham","drhm-02",23
2023,"durham","drhm-02",31
2024,"durham","drhm-02",24
2002,"durham","drhm-03",10
2003,"durham","drhm-03",8
2004,"durham","drhm-03",3
2005,"durham","drhm-03",6
2006,"durham","drhm-03",3
2007,"durham","drhm-03",7
2008,"durham","drhm-03",3
2009,"durham","drhm-03",3
2010,"durham","drhm-03",5
2011,"durham","drhm-03",5
2012,"durham","drhm-03",1
2013,"durham","drhm-03",5
2014,"durham","drhm-03",8
2015,"durham","drhm-03",3
2016,"durham","drhm-03",3
2017,"durham","drhm-03",0
2018,"durham","drhm-03",3
2019,"durham","drhm-03",3
2020,"durham","drhm-03",1
2021,"durham","drhm-03",5
2022,"durham","drhm-03",2
2023,"durham","drhm-03",2
2024,"durham","drhm-03",5
2002,"durham","drhm-04",6
2003,"durham","drhm-04",8
2004,"durham","drhm-04",16
2005,"durham","drhm-04",8
2006,"durham","drhm-04",14
2007,"durham","drhm-04",12
2008,"durham","drhm-04",10
2009,"durham","drhm-04",11
2010,"durham","drhm-04",9
2011,"durham","drhm-04",3
2012,"durham","drhm-04",10
2013,"durham","drhm-04",13
2014,"durham","drhm-04",10
2018,"durham","drhm-04",8
2019,"durham","drhm-04",7
2020,"durham","drhm-04",9
2021,"durham","drhm-04",5
2022,"durham","drhm-04",7
2023,"durham","drhm-04",5
2024,"durham","drhm-04",3
2002,"durham","drhm-05",3
2003,"durham","drhm-05",5
2004,"durham","drhm-05",0
2005,"durham","drhm-05",2
2006,"durham","drhm-05",2
2007,"durham","drhm-05",3
2008,"durham","drhm-05",2
2009,"durham","drhm-05",4
2010,"durham","drhm-05",1
2011,"durham","drhm-05",2
2012,"durham","drhm-05",0
2013,"durham","drhm-05",0
2014,"durham","drhm-05",1
2015,"durham","drhm-05",0
2016,"durham","drhm-05",0
2017,"durham","drhm-05",0
2018,"durham","drhm-05",0
2019,"durham","drhm-05",0
2020,"durham","drhm-05",0
2021,"durham","drhm-05",0
2022,"durham","drhm-05",1
2023,"durham","drhm-05",2
2024,"durham","drhm-05",2
2002,"durham","drhm-06",2
2003,"durham","drhm-06",4
2004,"durham","drhm-06",4
2005,"durham","drhm-06",2
2006,"durham","drhm-06",2
2007,"durham","drhm-06",1
2008,"durham","drhm-06",1
2009,"durham","drhm-06",2
2010,"durham","drhm-06",1
2011,"durham","drhm-06",0
2012,"durham","drhm-06",0
2013,"durham","drhm-06",1
2014,"durham","drhm-06",0
2015,"durham","drhm-06",0
2016,"durham","drhm-06",0
2017,"durham","drhm-06",0
2018,"durham","drhm-06",0
2019,"durham","drhm-06",1
2020,"durham","drhm-06",1
2021,"durham","drhm-06",0
2022,"durham","drhm-06",2
2023,"durham","drhm-06",0
2024,"durham","drhm-06",1
2002,"durham","drhm-07",6
2003,"durham","drhm-07",3
2004,"durham","drhm-07",3
2005,"durham","drhm-07",3
2006,"durham","drhm-07",0
2007,"durham","drhm-07",3
2008,"durham","drhm-07",5
2009,"durham","drhm-07",1
2010,"durham","drhm-07",3
2011,"durham","drhm-07",3
2012,"durham","drhm-07",3
2013,"durham","drhm-07",5
2015,"durham","drhm-07",9
2016,"durham","drhm-07",7
2017,"durham","drhm-07",5
2018,"durham","drhm-07",6
2019,"durham","drhm-07",6
2020,"durham","drhm-07",3
2021,"durham","drhm-07",6
2022,"durham","drhm-07",7
2023,"durham","drhm-07",4
2024,"durham","drhm-07",4
2002,"durham","drhm-08",2
2003,"durham","drhm-08",2
2004,"durham","drhm-08",6
2005,"durham","drhm-08",5
2006,"durham","drhm-08",4
2007,"durham","drhm-08",4
2008,"durham","drhm-08",4
2011,"durham","drhm-08",4
2012,"durham","drhm-08",4
2013,"durham","drhm-08",2
2014,"durham","drhm-08",4
2015,"durham","drhm-08",3
2016,"durham","drhm-08",0
2017,"durham","drhm-08",5
2018,"durham","drhm-08",1
2019,"durham","drhm-08",8
2020,"durham","drhm-08",4
2021,"durham","drhm-08",3
2022,"durham","drhm-08",6
2023,"durham","drhm-08",5
2024,"durham","drhm-08",10
