"year","county","route","count"
2002,"orange","orng-06",0
2003,"orange","orng-06",0
2004,"orange","orng-06",0
2005,"orange","orng-06",0
2006,"orange","orng-06",0
2007,"orange","orng-06",0
2008,"orange","orng-06",0
2009,"orange","orng-06",0
2010,"orange","orng-06",0
2011,"orange","orng-06",0
2012,"orange","orng-06",0
2013,"orange","orng-06",0
2014,"orange","orng-06",0
2015,"orange","orng-06",0
2016,"orange","orng-06",0
2017,"orange","orng-06",0
2019,"orange","orng-06",0
2020,"orange","orng-06",0
2021,"orange","orng-06",0
2022,"orange","orng-06",0
2023,"orange","orng-06",0
2024,"orange","orng-06",0
1999,"orange","orng-07",0
2000,"orange","orng-07",0
2001,"orange","orng-07",0
2002,"orange","orng-07",0
2003,"orange","orng-07",0
2004,"orange","orng-07",0
2005,"orange","orng-07",0
2006,"orange","orng-07",0
2007,"orange","orng-07",0
2008,"orange","orng-07",0
2009,"orange","orng-07",0
2010,"orange","orng-07",0
2011,"orange","orng-07",0
2012,"orange","orng-07",0
2014,"orange","orng-07",0
2015,"orange","orng-07",0
2016,"orange","orng-07",0
2017,"orange","orng-07",0
2018,"orange","orng-07",0
2019,"orange","orng-07",0
2020,"orange","orng-07",0
2021,"orange","orng-07",0
2022,"orange","orng-07",0
2023,"orange","orng-07",0
2024,"orange","orng-07",0
1999,"orange","orng-08",0
2000,"orange","orng-08",0
2001,"orange","orng-08",0
2002,"orange","orng-08",0
2003,"orange","orng-08",0
2004,"orange","orng-08",0
2005,"orange","orng-08",0
2006,"orange","orng-08",0
2007,"orange","orng-08",0
2008,"orange","orng-08",0
2009,"orange","orng-08",0
2010,"orange","orng-08",0
2011,"orange","orng-08",0
2012,"orange","orng-08",0
2013,"orange","orng-08",0
2014,"orange","orng-08",0
2015,"orange","orng-08",0
2016,"orange","orng-08",0
2017,"orange","orng-08",0
2018,"orange","orng-08",0
2019,"orange","orng-08",0
2020,"orange","orng-08",0
2021,"orange","orng-08",0
2022,"orange","orng-08",0
2023,"orange","orng-08",0
2024,"orange","orng-08",0
1999,"orange","orng-09",0
2000,"orange","orng-09",0
2001,"orange","orng-09",0
2002,"orange","orng-09",0
2004,"orange","orng-09",0
2005,"orange","orng-09",0
2006,"orange","orng-09",0
2007,"orange","orng-09",0
2008,"orange","orng-09",0
2009,"orange","orng-09",0
2011,"orange","orng-09",0
2012,"orange","orng-09",0
2013,"orange","orng-09",0
2014,"orange","orng-09",0
2015,"orange","orng-09",0
2016,"orange","orng-09",0
2019,"orange","orng-09",0
2020,"orange","orng-09",0
2021,"orange","orng-09",0
2022,"orange","orng-09",0
2023,"orange","orng-09",0
2024,"orange","orng-09",0
1999,"orange","orng-10",0
2000,"orange","orng-10",0
2001,"orange","orng-10",0
2002,"orange","orng-10",0
2003,"orange","orng-10",0
2004,"orange","orng-10",0
2005,"orange","orng-10",0
2006,"orange","orng-10",0
2007,"orange","orng-10",0
2008,"orange","orng-10",0
2009,"orange","orng-10",0
2012,"orange","orng-10",0
2013,"orange","orng-10",0
2016,"orange","orng-10",0
2017,"orange","orng-10",0
2018,"orange","orng-10",0
2019,"orange","orng-10",0
2020,"orange","orng-10",0
2021,"orange","orng-10",0
2023,"orange","orng-10",0
2024,"orange","orng-10",0
1999,"orange","orng-11",0
2000,"orange","orng-11",0
2001,"orange","orng-11",0
2002,"orange","orng-11",0
2003,"orange","orng-11",0
2004,"orange","orng-11",0
2005,"orange","orng-11",0
2006,"orange","orng-11",0
2007,"orange","orng-11",0
2008,"orange","orng-11",0
2009,"orange","orng-11",0
2017,"orange","orng-11",0
2018,"orange","orng-11",0
2019,"orange","orng-11",0
2020,"orange","orng-11",0
2021,"orange","orng-11",0
2022,"orange","orng-11",0
2023,"orange","orng-11",0
2024,"orange","orng-11",0
1999,"orange","orng-12",0
2000,"orange","orng-12",0
2001,"orange","orng-12",0
2002,"orange","orng-12",0
2003,"orange","orng-12",0
2004,"orange","orng-12",0
2005,"orange","orng-12",0
2006,"orange","orng-12",0
2007,"orange","orng-12",0
2008,"orange","orng-12",0
2009,"orange","orng-12",0
2010,"orange","orng-12",0
2011,"orange","orng-12",0
2012,"orange","orng-12",0
2013,"orange","orng-12",0
2014,"orange","orng-12",0
2015,"orange","orng-12",0
2016,"orange","orng-12",0
2017,"orange","orng-12",0
2018,"orange","orng-12",0
2019,"orange","orng-12",0
2020,"orange","orng-12",0
2021,"orange","orng-12",0
2022,"orange","orng-12",0
2023,"orange","orng-12",0
2024,"orange","orng-12",0
2000,"chatham","cthm-01",0
2001,"chatham","cthm-01",0
2002,"chatham","cthm-01",0
2003,"chatham","cthm-01",0
2004,"chatham","cthm-01",0
2005,"chatham","cthm-01",0
2006,"chatham","cthm-01",0
2007,"chatham","cthm-01",0
2008,"chatham","cthm-01",0
2009,"chatham","cthm-01",0
2010,"chatham","cthm-01",0
2011,"chatham","cthm-01",0
2012,"chatham","cthm-01",0
2013,"chatham","cthm-01",0
2014,"chatham","cthm-01",0
2015,"chatham","cthm-01",0
2016,"chatham","cthm-01",0
2017,"chatham","cthm-01",0
2018,"chatham","cthm-01",0
2019,"chatham","cthm-01",0
2020,"chatham","cthm-01",0
2021,"chatham","cthm-01",0
2022,"chatham","cthm-01",0
2023,"chatham","cthm-01",0
2024,"chatham","cthm-01",0
2000,"chatham","cthm-02",0
2001,"chatham","cthm-02",0
2002,"chatham","cthm-02",0
2003,"chatham","cthm-02",0
2004,"chatham","cthm-02",0
2005,"chatham","cthm-02",0
2006,"chatham","cthm-02",1
2007,"chatham","cthm-02",0
2008,"chatham","cthm-02",0
2009,"chatham","cthm-02",0
2010,"chatham","cthm-02",0
2011,"chatham","cthm-02",2
2012,"chatham","cthm-02",0
2013,"chatham","cthm-02",0
2014,"chatham","cthm-02",0
2015,"chatham","cthm-02",0
2016,"chatham","cthm-02",2
2017,"chatham","cthm-02",0
2018,"chatham","cthm-02",0
2019,"chatham","cthm-02",0
2020,"chatham","cthm-02",0
2021,"chatham","cthm-02",0
2022,"chatham","cthm-02",0
2023,"chatham","cthm-02",0
2024,"chatham","cthm-02",0
2000,"chatham","cthm-03",0
2001,"chatham","cthm-03",0
2002,"chatham","cthm-03",0
2003,"chatham","cthm-03",0
2004,"chatham","cthm-03",0
2005,"chatham","cthm-03",0
2006,"chatham","cthm-03",0
2007,"chatham","cthm-03",0
2008,"chatham","cthm-03",0
2009,"chatham","cthm-03",0
2010,"chatham","cthm-03",0
2011,"chatham","cthm-03",0
2012,"chatham","cthm-03",0
2013,"chatham","cthm-03",0
2014,"chatham","cthm-03",0
2015,"chatham","cthm-03",0
2016,"chatham","cthm-03",0
2017,"chatham","cthm-03",0
2018,"chatham","cthm-03",0
2019,"chatham","cthm-03",0
2020,"chatham","cthm-03",0
2021,"chatham","cthm-03",0
2022,"chatham","cthm-03",0
2023,"chatham","cthm-03",0
2024,"chatham","cthm-03",0
2000,"chatham","cthm-04",0
2001,"chatham","cthm-04",0
2002,"chatham","cthm-04",0
2003,"chatham","cthm-04",0
2004,"chatham","cthm-04",0
2005,"chatham","cthm-04",0
2006,"chatham","cthm-04",0
2007,"chatham","cthm-04",0
2008,"chatham","cthm-04",0
2009,"chatham","cthm-04",0
2010,"chatham","cthm-04",0
2011,"chatham","cthm-04",0
2012,"chatham","cthm-04",0
2013,"chatham","cthm-04",0
2014,"chatham","cthm-04",0
2015,"chatham","cthm-04",0
2016,"chatham","cthm-04",0
2017,"chatham","cthm-04",0
2018,"chatham","cthm-04",0
2019,"chatham","cthm-04",0
2020,"chatham","cthm-04",0
2021,"chatham","cthm-04",0
2022,"chatham","cthm-04",0
2023,"chatham","cthm-04",0
2024,"chatham","cthm-04",0
2000,"chatham","cthm-05",0
2001,"chatham","cthm-05",0
2002,"chatham","cthm-05",0
2003,"chatham","cthm-05",0
2004,"chatham","cthm-05",0
2005,"chatham","cthm-05",0
2006,"chatham","cthm-05",0
2007,"chatham","cthm-05",0
2008,"chatham","cthm-05",0
2009,"chatham","cthm-05",0
2010,"chatham","cthm-05",0
2011,"chatham","cthm-05",0
2012,"chatham","cthm-05",0
2013,"chatham","cthm-05",0
2014,"chatham","cthm-05",0
2015,"chatham","cthm-05",0
2016,"chatham","cthm-05",0
2017,"chatham","cthm-05",0
2018,"chatham","cthm-05",0
2019,"chatham","cthm-05",0
2020,"chatham","cthm-05",0
2021,"chatham","cthm-05",0
2022,"chatham","cthm-05",0
2023,"chatham","cthm-05",0
2024,"chatham","cthm-05",0
2000,"chatham","cthm-06",0
2001,"chatham","cthm-06",0
2002,"chatham","cthm-06",0
2003,"chatham","cthm-06",0
2004,"chatham","cthm-06",0
2005,"chatham","cthm-06",0
2006,"chatham","cthm-06",0
2007,"chatham","cthm-06",0
2008,"chatham","cthm-06",0
2009,"chatham","cthm-06",0
2010,"chatham","cthm-06",0
2018,"chatham","cthm-06",0
2019,"chatham","cthm-06",0
2020,"chatham","cthm-06",0
2021,"chatham","cthm-06",0
2022,"chatham","cthm-06",0
2023,"chatham","cthm-06",0
2024,"chatham","cthm-06",0
2000,"chatham","cthm-07",0
2001,"chatham","cthm-07",0
2002,"chatham","cthm-07",0
2003,"chatham","cthm-07",0
2004,"chatham","cthm-07",0
2005,"chatham","cthm-07",0
2006,"chatham","cthm-07",0
2007,"chatham","cthm-07",0
2008,"chatham","cthm-07",0
2009,"chatham","cthm-07",0
2010,"chatham","cthm-07",0
2011,"chatham","cthm-07",0
2012,"chatham","cthm-07",0
2013,"chatham","cthm-07",0
2014,"chatham","cthm-07",0
2015,"chatham","cthm-07",0
2016,"chatham","cthm-07",0
2017,"chatham","cthm-07",0
2018,"chatham","cthm-07",0
2019,"chatham","cthm-07",0
2020,"chatham","cthm-07",0
2021,"chatham","cthm-07",0
2022,"chatham","cthm-07",0
2023,"chatham","cthm-07",0
2024,"chatham","cthm-07",0
2000,"chatham","cthm-08",0
2001,"chatham","cthm-08",0
2002,"chatham","cthm-08",0
2003,"chatham","cthm-08",0
2004,"chatham","cthm-08",0
2005,"chatham","cthm-08",0
2006,"chatham","cthm-08",0
2007,"chatham","cthm-08",0
2008,"chatham","cthm-08",0
2009,"chatham","cthm-08",0
2010,"chatham","cthm-08",0
2011,"chatham","cthm-08",0
2012,"chatham","cthm-08",0
2013,"chatham","cthm-08",0
2014,"chatham","cthm-08",0
2015,"chatham","cthm-08",0
2016,"chatham","cthm-08",0
2017,"chatham","cthm-08",0
2019,"chatham","cthm-08",0
2020,"chatham","cthm-08",0
2021,"chatham","cthm-08",0
2022,"chatham","cthm-08",0
2023,"chatham","cthm-08",0
2024,"chatham","cthm-08",0
2000,"chatham","cthm-09",1
2001,"chatham","cthm-09",0
2002,"chatham","cthm-09",0
2003,"chatham","cthm-09",0
2005,"chatham","cthm-09",0
2006,"chatham","cthm-09",0
2007,"chatham","cthm-09",0
2008,"chatham","cthm-09",0
2009,"chatham","cthm-09",0
2010,"chatham","cthm-09",0
2011,"chatham","cthm-09",0
2012,"chatham","cthm-09",0
2013,"chatham","cthm-09",0
2014,"chatham","cthm-09",0
2015,"chatham","cthm-09",0
2016,"chatham","cthm-09",0
2017,"chatham","cthm-09",0
2018,"chatham","cthm-09",0
2019,"chatham","cthm-09",0
2020,"chatham","cthm-09",0
2021,"chatham","cthm-09",0
2022,"chatham","cthm-09",0
2023,"chatham","cthm-09",0
2024,"chatham","cthm-09",0
2000,"chatham","cthm-10",0
2001,"chatham","cthm-10",0
2002,"chatham","cthm-10",0
2003,"chatham","cthm-10",0
2004,"chatham","cthm-10",0
2005,"chatham","cthm-10",0
2006,"chatham","cthm-10",0
2007,"chatham","cthm-10",0
2008,"chatham","cthm-10",0
2009,"chatham","cthm-10",0
2010,"chatham","cthm-10",0
2011,"chatham","cthm-10",0
2012,"chatham","cthm-10",0
2013,"chatham","cthm-10",0
2015,"chatham","cthm-10",0
2016,"chatham","cthm-10",0
2017,"chatham","cthm-10",0
2018,"chatham","cthm-10",0
2019,"chatham","cthm-10",0
2020,"chatham","cthm-10",0
2021,"chatham","cthm-10",0
2022,"chatham","cthm-10",0
2023,"chatham","cthm-10",0
2024,"chatham","cthm-10",0
2000,"chatham","cthm-11",0
2001,"chatham","cthm-11",0
2002,"chatham","cthm-11",0
2003,"chatham","cthm-11",0
2005,"chatham","cthm-11",0
2006,"chatham","cthm-11",0
2007,"chatham","cthm-11",0
2008,"chatham","cthm-11",0
2009,"chatham","cthm-11",0
2010,"chatham","cthm-11",0
2011,"chatham","cthm-11",0
2012,"chatham","cthm-11",0
2013,"chatham","cthm-11",0
2016,"chatham","cthm-11",0
2020,"chatham","cthm-11",0
2022,"chatham","cthm-11",0
2023,"chatham","cthm-11",0
2024,"chatham","cthm-11",0
2000,"chatham","cthm-12",0
2001,"chatham","cthm-12",0
2002,"chatham","cthm-12",0
2003,"chatham","cthm-12",0
2004,"chatham","cthm-12",0
2005,"chatham","cthm-12",0
2006,"chatham","cthm-12",0
2007,"chatham","cthm-12",0
2008,"chatham","cthm-12",0
2009,"chatham","cthm-12",0
2017,"chatham","cthm-12",0
2019,"chatham","cthm-12",0
2020,"chatham","cthm-12",0
2021,"chatham","cthm-12",0
2022,"chatham","cthm-12",0
2023,"chatham","cthm-12",0
2024,"chatham","cthm-12",0
2000,"chatham","cthm-13",0
2001,"chatham","cthm-13",0
2002,"chatham","cthm-13",0
2003,"chatham","cthm-13",0
2004,"chatham","cthm-13",0
2005,"chatham","cthm-13",0
2006,"chatham","cthm-13",0
2007,"chatham","cthm-13",0
2008,"chatham","cthm-13",0
2009,"chatham","cthm-13",0
2010,"chatham","cthm-13",0
2011,"chatham","cthm-13",0
2012,"chatham","cthm-13",0
2013,"chatham","cthm-13",0
2014,"chatham","cthm-13",0
2015,"chatham","cthm-13",0
2016,"chatham","cthm-13",0
2017,"chatham","cthm-13",0
2018,"chatham","cthm-13",0
2019,"chatham","cthm-13",0
2020,"chatham","cthm-13",0
2021,"chatham","cthm-13",0
2022,"chatham","cthm-13",0
2023,"chatham","cthm-13",0
2024,"chatham","cthm-13",0
2000,"chatham","cthm-14",2
2001,"chatham","cthm-14",0
2002,"chatham","cthm-14",2
2003,"chatham","cthm-14",1
2004,"chatham","cthm-14",0
2005,"chatham","cthm-14",0
2006,"chatham","cthm-14",0
2007,"chatham","cthm-14",1
2008,"chatham","cthm-14",1
2009,"chatham","cthm-14",0
2014,"chatham","cthm-14",3
2015,"chatham","cthm-14",1
2019,"chatham","cthm-14",2
2020,"chatham","cthm-14",0
2021,"chatham","cthm-14",4
2022,"chatham","cthm-14",0
2023,"chatham","cthm-14",4
2024,"chatham","cthm-14",2
2002,"durham","drhm-01",0
2003,"durham","drhm-01",0
2004,"durham","drhm-01",0
2005,"durham","drhm-01",0
2006,"durham","drhm-01",0
2007,"durham","drhm-01",0
2008,"durham","drhm-01",0
2009,"durham","drhm-01",0
2010,"durham","drhm-01",0
2011,"durham","drhm-01",0
2012,"durham","drhm-01",0
2013,"durham","drhm-01",0
2014,"durham","drhm-01",0
2015,"durham","drhm-01",0
2016,"durham","drhm-01",0
2017,"durham","drhm-01",0
2018,"durham","drhm-01",0
2019,"durham","drhm-01",0
2020,"durham","drhm-01",0
2021,"durham","drhm-01",0
2022,"durham","drhm-01",0
2023,"durham","drhm-01",0
2024,"durham","drhm-01",0
2002,"durham","drhm-02",0
2003,"durham","drhm-02",0
2004,"durham","drhm-02",0
2005,"durham","drhm-02",0
2006,"durham","drhm-02",0
2007,"durham","drhm-02",0
2008,"durham","drhm-02",0
2009,"durham","drhm-02",0
2010,"durham","drhm-02",0
2011,"durham","drhm-02",0
2012,"durham","drhm-02",0
2013,"durham","drhm-02",0
2014,"durham","drhm-02",0
2015,"durham","drhm-02",0
2017,"durham","drhm-02",0
2018,"durham","drhm-02",0
2019,"durham","drhm-02",0
2020,"durham","drhm-02",0
2022,"durham","drhm-02",0
2023,"durham","drhm-02",0
2024,"durham","drhm-02",0
2002,"durham","drhm-03",0
2003,"durham","drhm-03",0
2004,"durham","drhm-03",0
2005,"durham","drhm-03",0
2006,"durham","drhm-03",0
2007,"durham","drhm-03",0
2008,"durham","drhm-03",0
2009,"durham","drhm-03",0
2010,"durham","drhm-03",0
2011,"durham","drhm-03",0
2012,"durham","drhm-03",0
2013,"durham","drhm-03",0
2014,"durham","drhm-03",0
2015,"durham","drhm-03",0
2016,"durham","drhm-03",0
2017,"durham","drhm-03",0
2018,"durham","drhm-03",0
2019,"durham","drhm-03",0
2020,"durham","drhm-03",0
2021,"durham","drhm-03",0
2022,"durham","drhm-03",0
2023,"durham","drhm-03",0
2024,"durham","drhm-03",0
2002,"durham","drhm-04",0
2003,"durham","drhm-04",0
2004,"durham","drhm-04",0
2005,"durham","drhm-04",0
2006,"durham","drhm-04",0
2007,"durham","drhm-04",0
2008,"durham","drhm-04",0
2009,"durham","drhm-04",0
2010,"durham","drhm-04",0
2011,"durham","drhm-04",0
2012,"durham","drhm-04",0
2013,"durham","drhm-04",0
2014,"durham","drhm-04",1
2018,"durham","drhm-04",1
2019,"durham","drhm-04",3
2020,"durham","drhm-04",0
2021,"durham","drhm-04",1
2022,"durham","drhm-04",0
2023,"durham","drhm-04",1
2024,"durham","drhm-04",0
2002,"durham","drhm-05",0
2003,"durham","drhm-05",0
2004,"durham","drhm-05",0
2005,"durham","drhm-05",0
2006,"durham","drhm-05",0
2007,"durham","drhm-05",0
2008,"durham","drhm-05",0
2009,"durham","drhm-05",0
2010,"durham","drhm-05",0
2011,"durham","drhm-05",0
2012,"durham","drhm-05",0
2013,"durham","drhm-05",0
2014,"durham","drhm-05",0
2015,"durham","drhm-05",0
2016,"durham","drhm-05",0
2017,"durham","drhm-05",0
2018,"durham","drhm-05",0
2019,"durham","drhm-05",0
2020,"durham","drhm-05",0
2021,"durham","drhm-05",0
2022,"durham","drhm-05",0
2023,"durham","drhm-05",0
2024,"durham","drhm-05",0
2002,"durham","drhm-06",0
2003,"durham","drhm-06",0
2004,"durham","drhm-06",0
2005,"durham","drhm-06",0
2006,"durham","drhm-06",0
2007,"durham","drhm-06",0
2008,"durham","drhm-06",0
2009,"durham","drhm-06",0
2010,"durham","drhm-06",0
2011,"durham","drhm-06",0
2012,"durham","drhm-06",0
2013,"durham","drhm-06",0
2014,"durham","drhm-06",0
2015,"durham","drhm-06",0
2016,"durham","drhm-06",0
2017,"durham","drhm-06",1
2018,"durham","drhm-06",0
2019,"durham","drhm-06",0
2020,"durham","drhm-06",0
2021,"durham","drhm-06",0
2022,"durham","drhm-06",0
2023,"durham","drhm-06",0
2024,"durham","drhm-06",0
2002,"durham","drhm-07",0
2003,"durham","drhm-07",0
2004,"durham","drhm-07",0
2005,"durham","drhm-07",0
2006,"durham","drhm-07",0
2007,"durham","drhm-07",0
2008,"durham","drhm-07",0
2009,"durham","drhm-07",0
2010,"durham","drhm-07",0
2011,"durham","drhm-07",0
2012,"durham","drhm-07",0
2013,"durham","drhm-07",0
2015,"durham","drhm-07",0
2016,"durham","drhm-07",0
2017,"durham","drhm-07",0
2018,"durham","drhm-07",0
2019,"durham","drhm-07",0
2020,"durham","drhm-07",0
2021,"durham","drhm-07",0
2022,"durham","drhm-07",0
2023,"durham","drhm-07",0
2024,"durham","drhm-07",0
2002,"durham","drhm-08",0
2003,"durham","drhm-08",0
2004,"durham","drhm-08",0
2005,"durham","drhm-08",0
2006,"durham","drhm-08",0
2007,"durham","drhm-08",0
2008,"durham","drhm-08",0
2011,"durham","drhm-08",0
2012,"durham","drhm-08",0
2013,"durham","drhm-08",0
2014,"durham","drhm-08",0
2015,"durham","drhm-08",0
2016,"durham","drhm-08",0
2017,"durham","drhm-08",0
2018,"durham","drhm-08",0
2019,"durham","drhm-08",0
2020,"durham","drhm-08",0
2021,"durham","drhm-08",0
2022,"durham","drhm-08",2
2023,"durham","drhm-08",0
2024,"durham","drhm-08",0
