"year","county","route","count"
2006,"durham","drhm-03",3
2007,"durham","drhm-03",1
2008,"durham","drhm-03",4
2009,"durham","drhm-03",5
2010,"durham","drhm-03",0
2011,"durham","drhm-03",0
2012,"durham","drhm-03",4
2013,"durham","drhm-03",4
2014,"durham","drhm-03",0
2015,"durham","drhm-03",6
2016,"durham","drhm-03",3
2017,"durham","drhm-03",4
2018,"durham","drhm-03",3
2019,"durham","drhm-03",1
2020,"durham","drhm-03",4
2021,"durham","drhm-03",3
2022,"durham","drhm-03",7
2023,"durham","drhm-03",2
2024,"durham","drhm-03",4
2002,"durham","drhm-04",2
2003,"durham","drhm-04",4
2004,"durham","drhm-04",3
2005,"durham","drhm-04",1
2006,"durham","drhm-04",4
2007,"durham","drhm-04",7
2008,"durham","drhm-04",3
2009,"durham","drhm-04",6
2010,"durham","drhm-04",4
2011,"durham","drhm-04",10
2012,"durham","drhm-04",5
2013,"durham","drhm-04",15
2014,"durham","drhm-04",0
2018,"durham","drhm-04",2
2019,"durham","drhm-04",3
2020,"durham","drhm-04",4
2021,"durham","drhm-04",2
2022,"durham","drhm-04",8
2023,"durham","drhm-04",9
2024,"durham","drhm-04",4
2002,"durham","drhm-05",3
2003,"durham","drhm-05",2
2004,"durham","drhm-05",2
2005,"durham","drhm-05",7
2006,"durham","drhm-05",12
2007,"durham","drhm-05",5
2008,"durham","drhm-05",8
2009,"durham","drhm-05",12
2010,"durham","drhm-05",8
2011,"durham","drhm-05",7
2012,"durham","drhm-05",8
2013,"durham","drhm-05",4
2014,"durham","drhm-05",10
2015,"durham","drhm-05",2
2016,"durham","drhm-05",5
2017,"durham","drhm-05",3
2018,"durham","drhm-05",0
2019,"durham","drhm-05",5
2020,"durham","drhm-05",5
2021,"durham","drhm-05",6
2022,"durham","drhm-05",7
2023,"durham","drhm-05",9
2024,"durham","drhm-05",9
2002,"durham","drhm-06",1
2003,"durham","drhm-06",0
2004,"durham","drhm-06",2
2005,"durham","drhm-06",1
2006,"durham","drhm-06",5
2007,"durham","drhm-06",6
2008,"durham","drhm-06",7
2009,"durham","drhm-06",2
2010,"durham","drhm-06",3
2011,"durham","drhm-06",2
2012,"durham","drhm-06",6
2013,"durham","drhm-06",6
2014,"durham","drhm-06",2
2015,"durham","drhm-06",1
2016,"durham","drhm-06",5
2017,"durham","drhm-06",8
2018,"durham","drhm-06",3
2019,"durham","drhm-06",8
2020,"durham","drhm-06",1
2021,"durham","drhm-06",7
2022,"durham","drhm-06",2
2023,"durham","drhm-06",4
2024,"durham","drhm-06",4
2002,"durham","drhm-07",5
2003,"durham","drhm-07",5
2004,"durham","drhm-07",3
2005,"durham","drhm-07",4
2006,"durham","drhm-07",10
2007,"durham","drhm-07",5
2008,"durham","drhm-07",2
2009,"durham","drhm-07",3
2010,"durham","drhm-07",3
2011,"durham","drhm-07",7
2012,"durham","drhm-07",3
2013,"durham","drhm-07",5
2015,"durham","drhm-07",3
2016,"durham","drhm-07",3
2017,"durham","drhm-07",2
2018,"durham","drhm-07",3
2019,"durham","drhm-07",12
2020,"durham","drhm-07",6
2021,"durham","drhm-07",8
2022,"durham","drhm-07",11
2023,"durham","drhm-07",5
2024,"durham","drhm-07",4
2002,"durham","drhm-08",5
2003,"durham","drhm-08",5
2004,"durham","drhm-08",8
2005,"durham","drhm-08",4
2006,"durham","drhm-08",6
2007,"durham","drhm-08",5
2008,"durham","drhm-08",4
2011,"durham","drhm-08",12
2012,"durham","drhm-08",13
2013,"durham","drhm-08",10
2014,"durham","drhm-08",8
2015,"durham","drhm-08",12
2016,"durham","drhm-08",13
2017,"durham","drhm-08",7
2018,"durham","drhm-08",10
2019,"durham","drhm-08",6
2020,"durham","drhm-08",5
2021,"durham","drhm-08",6
2022,"durham","drhm-08",7
2023,"durham","drhm-08",8
2024,"durham","drhm-08",9
